,id,host_since,city_y,property_type,log_price,review_scores_rating
10200,261259,2016-01-30,Los Angeles,Apartment,4.31748811353631,60.0
14477,20591540,2016-01-30,Monterey Park,House,3.8918202981106265,91.0
17917,16532312,2016-01-30,Monterey Park,House,3.8918202981106265,97.0
5773,20118379,2016-01-30,Los Angeles,House,6.476972362889682,100.0
612,953807,2016-01-30,Los Angeles,House,5.700443573390688,100.0
6278,15040685,2016-01-30,Monterey Park,House,4.59511985013459,94.0
16841,1815505,2016-01-31,Long Beach,Apartment,5.886104031450156,91.0
21964,14382618,2016-01-31,Los Angeles,Apartment,3.218875824868201,100.0
20359,10477767,2016-01-31,Encino,House,4.007333185232471,99.0
1291,6128739,2016-01-31,Manhattan Beach,Apartment,4.48863636973214,93.0
9021,14285095,2016-01-31,La Crescenta,Apartment,4.007333185232471,87.0
19239,1582263,2016-01-31,Long Beach,Apartment,4.174387269895637,98.0
7925,15747500,2016-02-01,Los Angeles,House,4.382026634673881,93.0
21030,15558485,2016-02-01,North Hollywood,Apartment,3.9318256327243257,92.0
8852,18475792,2016-02-01,North Hollywood,Apartment,4.219507705176107,100.0
113,12419766,2016-02-01,Van Nuys,Bungalow,4.174387269895637,95.0
10852,15929814,2016-02-01,Los Angeles,House,5.768320995793773,93.0
7022,6490927,2016-02-01,El Segundo,House,4.700480365792417,97.0
13553,11484445,2016-02-02,Los Angeles,House,6.214608098422191,97.0
15499,17528529,2016-02-02,Los Angeles,Condominium,4.605170185988092,100.0
18167,6018531,2016-02-02,Los Angeles,Apartment,3.218875824868201,100.0
17776,16425844,2016-02-02,Los Angeles,Guesthouse,4.859812404361672,97.0
10536,3448986,2016-02-02,Azusa,House,4.174387269895637,92.0
18091,20256957,2016-02-02,Winnetka,House,4.07753744390572,97.0
2186,11411839,2016-02-02,Santa Monica,Townhouse,5.010635294096256,100.0
17968,9192419,2016-02-02,Azusa,House,3.737669618283368,91.0
13447,8485066,2016-02-03,Los Angeles,House,4.867534450455582,100.0
7553,4595506,2016-02-03,Venice,Apartment,4.219507705176107,96.0
19586,17553719,2016-02-03,Los Angeles,Apartment,4.204692619390967,83.0
13767,21137910,2016-02-03,Whittier,Townhouse,3.8918202981106265,100.0
19035,17633800,2016-02-03,Valencia,House,3.7841896339182615,100.0
6508,8905937,2016-02-04,Sherman Oaks,House,4.700480365792417,100.0
9016,8935207,2016-02-04,Woodland Hills,House,3.80666248977032,100.0
12754,5833002,2016-02-04,La Crescenta,House,5.6167710976665735,100.0
3732,8022623,2016-02-04,Los Angeles,Apartment,4.7791234931115305,78.0
19948,13199065,2016-02-04,Los Angeles,Apartment,5.187385805840755,92.0
14043,20017769,2016-02-04,Glendale,Condominium,4.787491742782046,73.0
3244,7957676,2016-02-04,Los Angeles,Apartment,4.7791234931115305,83.0
373,12762438,2016-02-04,Los Angeles,Apartment,5.2417470150596435,92.0
2240,19819860,2016-02-04,Los Angeles,House,4.762173934797756,97.0
14481,304799,2016-02-04,Glendale,Apartment,4.0943445622220995,100.0
13323,6640300,2016-02-04,Altadena,House,3.80666248977032,96.0
9537,5113983,2016-02-04,Los Angeles,Other,4.624972813284272,35.0
12064,11912326,2016-02-04,Los Angeles,Apartment,5.855071922202427,98.0
10207,17642091,2016-02-04,Beverly Hills,Guesthouse,5.1647859739235145,100.0
13090,17487953,2016-02-04,Altadena,House,3.7135720667043084,91.0
7823,14745385,2016-02-04,Redondo Beach,House,5.010635294096256,92.0
4468,17402726,2016-02-05,Panorama City,Townhouse,3.332204510175204,71.0
15855,1015652,2016-02-05,Los Angeles,Apartment,4.787491742782046,91.0
15714,9182198,2016-02-05,Los Angeles,Apartment,4.382026634673881,91.0
5237,6658339,2016-02-05,Los Angeles,House,4.4998096703302615,97.0
13353,3093240,2016-02-05,Panorama City,Townhouse,4.0943445622220995,80.0
15090,15422565,2016-02-05,Burbank,House,4.442651256490317,100.0
21356,6146839,2016-02-05,Los Angeles,House,5.2417470150596435,89.0
20846,10923835,2016-02-06,Rowland Heights,House,3.3672958299864737,100.0
5084,6168629,2016-02-06,Redondo Beach,House,4.248495242049359,98.0
1782,7330494,2016-02-06,Los Angeles,House,5.181783550292085,100.0
6699,16711476,2016-02-06,Glendale,Apartment,4.691347882229144,87.0
4068,6377384,2016-02-06,Long Beach,House,5.416100402204419,100.0
14929,8520911,2016-02-06,Rowland Heights,House,3.258096538021482,84.0
17539,3905190,2016-02-06,Van Nuys,House,3.912023005428147,92.0
18287,14016839,2016-02-06,Rowland Heights,House,4.174387269895637,94.0
15829,17965521,2016-02-06,Glendale,Apartment,3.8918202981106265,97.0
19249,20844497,2016-02-06,Santa Monica,Condominium,5.298317366548036,95.0
3403,17333187,2016-02-07,Los Angeles,Apartment,4.356708826689592,60.0
3706,9275385,2016-02-07,Lomita,House,4.143134726391533,98.0
9182,4842146,2016-02-07,Los Angeles,Apartment,5.010635294096256,96.0
10940,5393307,2016-02-08,Altadena,House,3.970291913552122,100.0
17031,10420029,2016-02-08,Los Angeles,Loft,4.8283137373023015,100.0
16604,18052924,2016-02-08,North Hollywood,Apartment,4.382026634673881,93.0
18722,37466,2016-02-08,Encino,House,4.4998096703302615,90.0
18504,15968399,2016-02-08,Los Angeles,Apartment,4.442651256490317,80.0
7630,1187671,2016-02-08,Los Angeles,Loft,4.584967478670572,99.0
19610,15914785,2016-02-08,Los Angeles,Apartment,5.1929568508902095,100.0
13915,101633,2016-02-09,Los Angeles,House,3.8918202981106265,100.0
4687,13621128,2016-02-09,Gardena,House,3.8918202981106265,99.0
9501,1110195,2016-02-09,Glendale,Apartment,5.5174528964647065,88.0
15618,12488042,2016-02-09,Gardena,House,3.6635616461296463,99.0
12852,11444652,2016-02-09,Los Angeles,House,3.8501476017100575,100.0
1680,15327611,2016-02-09,Gardena,House,3.3672958299864737,99.0
9551,18893583,2016-02-09,San Pedro,Apartment,4.343805421853683,80.0
16989,14710157,2016-02-09,Pomona,Apartment,3.555348061489413,98.0
13422,1708771,2016-02-09,Los Angeles,House,4.584967478670572,92.0
11348,1186153,2016-02-09,Los Angeles,Apartment,5.786897381366707,100.0
18864,10766339,2016-02-09,Los Angeles,Apartment,4.74493212836325,88.0
20817,19390402,2016-02-09,Los Angeles,Bungalow,4.3694478524670215,100.0
4849,16172035,2016-02-09,Los Angeles,House,3.951243718581428,100.0
20300,17766887,2016-02-09,Long Beach,Condominium,4.605170185988092,95.0
11635,4765437,2016-02-09,Los Angeles,Apartment,5.786897381366707,100.0
4586,6992650,2016-02-09,Los Angeles,Apartment,5.5174528964647065,90.0
5852,12262453,2016-02-09,Los Angeles,Apartment,3.912023005428147,100.0
13722,16729460,2016-02-09,Glendale,Apartment,5.5174528964647065,100.0
21076,13079204,2016-02-09,Los Angeles,Apartment,4.07753744390572,100.0
17863,18137457,2016-02-09,Los Angeles,Apartment,4.553876891600541,95.0
5940,16780320,2016-02-09,Los Angeles,Apartment,4.74493212836325,88.0
18552,18949917,2016-02-10,Los Angeles,Apartment,5.521460917862246,94.0
13336,14446278,2016-02-10,Marina Del Rey,Apartment,4.553876891600541,95.0
14817,13997869,2016-02-10,Venice,House,5.393627546352364,100.0
11631,19345240,2016-02-10,Playa Del Rey,House,5.703782474656202,96.0
14657,17554889,2016-02-10,Venice,Apartment,4.8283137373023015,87.0
7321,15952571,2016-02-10,Los Angeles,Apartment,4.4998096703302615,97.0
1867,20947045,2016-02-10,Venice,House,4.9126548857360515,100.0
3830,20637303,2016-02-10,Los Angeles,Apartment,4.356708826689592,90.0
13517,16102444,2016-02-10,Playa Del Rey,House,5.991464547107983,20.0
754,17334391,2016-02-10,Los Angeles,Apartment,4.736198448394496,96.0
15338,14880538,2016-02-10,Los Angeles,House,5.298317366548036,98.0
1401,4774924,2016-02-10,Los Angeles,Apartment,5.010635294096256,96.0
1816,12383404,2016-02-10,Los Angeles,Apartment,4.442651256490317,88.0
7113,10828944,2016-02-10,Los Angeles,Apartment,4.31748811353631,82.0
15218,5307894,2016-02-11,Venice,Condominium,4.31748811353631,97.0
3642,846871,2016-02-11,Los Angeles,Apartment,4.543294782270004,98.0
7687,5007358,2016-02-11,Los Angeles,Apartment,4.174387269895637,98.0
15936,16204969,2016-02-11,Los Angeles,Condominium,3.7135720667043084,98.0
3689,14913899,2016-02-11,Los Angeles,Apartment,4.31748811353631,90.0
13878,7206140,2016-02-11,Los Angeles,Apartment,3.9889840465642745,99.0
21028,15580808,2016-02-11,Pomona,House,3.688879454113936,100.0
15255,8153202,2016-02-11,Santa Monica,Apartment,5.25227342804663,100.0
16388,18461609,2016-02-11,Los Angeles,Apartment,5.700443573390688,98.0
10264,2177753,2016-02-11,Los Angeles,Apartment,4.3694478524670215,89.0
2506,16689593,2016-02-11,Los Angeles,Apartment,4.31748811353631,100.0
18688,1767215,2016-02-11,Los Angeles,House,6.684611727667928,100.0
15880,10228824,2016-02-11,Temple City,House,3.218875824868201,93.0
21955,16122441,2016-02-11,Pomona,House,3.912023005428147,95.0
16214,15673487,2016-02-12,Los Angeles,Apartment,4.553876891600541,100.0
8234,4699535,2016-02-12,Los Angeles,Apartment,3.218875824868201,77.0
19722,15131639,2016-02-12,Los Angeles,House,3.218875824868201,90.0
14871,11566529,2016-02-12,Los Angeles,House,3.218875824868201,88.0
16382,5269216,2016-02-12,Los Angeles,Apartment,4.31748811353631,65.0
4982,7901480,2016-02-12,Los Angeles,Condominium,4.90527477843843,88.0
11101,266351,2016-02-12,Los Angeles,House,3.218875824868201,90.0
15215,21174623,2016-02-12,Los Angeles,Apartment,4.653960350157523,87.0
15059,8132840,2016-02-12,Gardena,House,4.174387269895637,95.0
10327,18595086,2016-02-12,Los Angeles,Apartment,4.3694478524670215,90.0
10371,18718070,2016-02-12,Los Angeles,House,3.218875824868201,90.0
12380,18737641,2016-02-12,Los Angeles,House,3.218875824868201,100.0
4665,9295290,2016-02-12,Los Angeles,Apartment,4.59511985013459,88.0
13746,9563873,2016-02-12,Los Angeles,House,3.912023005428147,76.0
5661,5065630,2016-02-12,Los Angeles,House,3.218875824868201,100.0
17192,19044695,2016-02-12,Los Angeles,House,3.218875824868201,90.0
1017,6402807,2016-02-12,Los Angeles,Apartment,4.442651256490317,86.0
4385,14538023,2016-02-12,Los Angeles,House,3.218875824868201,80.0
21948,3906676,2016-02-12,Los Angeles,House,3.218875824868201,78.0
11770,21165138,2016-02-12,Los Angeles,Apartment,4.3694478524670215,100.0
8126,13328238,2016-02-12,Los Angeles,House,3.218875824868201,89.0
16995,4492678,2016-02-13,Sherman Oaks,Apartment,3.80666248977032,98.0
4547,2246112,2016-02-13,Los Angeles,Apartment,4.74493212836325,99.0
12282,16390341,2016-02-13,Los Angeles,Apartment,4.787491742782046,96.0
9934,3089577,2016-02-13,Signal Hill,House,5.2417470150596435,82.0
2394,9824007,2016-02-13,Los Angeles,Bungalow,4.442651256490317,89.0
11414,15930495,2016-02-13,Los Angeles,House,4.787491742782046,93.0
8998,13589297,2016-02-13,Alhambra,Apartment,4.4998096703302615,96.0
17355,1356471,2016-02-14,Hacienda Heights,Townhouse,3.555348061489413,100.0
21694,1945388,2016-02-14,Venice,Apartment,4.605170185988092,90.0
19437,2984662,2016-02-14,Los Angeles,Apartment,4.859812404361672,96.0
6293,14805984,2016-02-14,Los Angeles,Camper/RV,2.8332133440562166,95.0
3670,16184845,2016-02-14,North Hollywood,Condominium,4.4998096703302615,98.0
8119,10392530,2016-02-14,Los Angeles,Apartment,4.48863636973214,50.0
956,6107258,2016-02-14,Los Angeles,Apartment,4.787491742782046,89.0
13434,7807308,2016-02-14,Los Angeles,Apartment,4.8283137373023015,99.0
19241,2627940,2016-02-15,Los Angeles,Apartment,4.23410650459726,100.0
1665,14254537,2016-02-15,El Monte,House,3.6375861597263857,100.0
22046,3984077,2016-02-15,Los Angeles,House,4.31748811353631,95.0
21799,2509093,2016-02-15,Los Angeles,Apartment,4.0943445622220995,100.0
845,1392204,2016-02-15,Los Angeles,House,5.700443573390688,80.0
21438,12054152,2016-02-15,Cerritos,House,3.8501476017100575,100.0
3406,16314697,2016-02-15,Northridge,House,4.934473933130692,100.0
11773,4821786,2016-02-15,Bellflower,Condominium,3.8918202981106265,94.0
18882,1219615,2016-02-15,Venice,House,6.61338421837956,98.0
8343,9321766,2016-02-16,Canoga Park,House,3.7841896339182615,82.0
14907,15591630,2016-02-16,Rosemead,House,3.688879454113936,94.0
19976,270231,2016-02-16,Rosemead,House,4.0943445622220995,100.0
1593,19527510,2016-02-16,La Puente,House,3.912023005428147,95.0
6453,6589907,2016-02-16,Canyon Country,Townhouse,5.0751738152338275,88.0
21834,18449954,2016-02-16,San Gabriel,House,5.594711379601837,97.0
8684,17622881,2016-02-17,Los Angeles,Apartment,4.59511985013459,87.0
9646,17358323,2016-02-17,Los Angeles,House,3.6635616461296463,90.0
20683,20773234,2016-02-17,Long Beach,House,3.912023005428147,100.0
11251,13672323,2016-02-17,Los Angeles,Apartment,4.382026634673881,87.0
9866,15793708,2016-02-17,Los Angeles,Apartment,4.465908118654584,80.0
1293,19677105,2016-02-17,Van Nuys,House,4.31748811353631,100.0
2114,3717427,2016-02-17,Venice,Apartment,4.59511985013459,98.0
21837,19197129,2016-02-17,Long Beach,House,3.912023005428147,100.0
21709,2091204,2016-02-17,Arcadia,House,4.060443010546419,98.0
14557,18483243,2016-02-17,Pasadena,Apartment,4.59511985013459,96.0
1840,15940430,2016-02-17,Long Beach,House,5.700443573390688,99.0
21642,16571090,2016-02-17,Los Angeles,Townhouse,4.007333185232471,100.0
6930,16221732,2016-02-18,Los Angeles,House,6.1092475827643655,100.0
10522,9879235,2016-02-18,Los Angeles,Apartment,4.204692619390967,88.0
11862,16618613,2016-02-18,Los Angeles,Apartment,4.430816798843313,93.0
18704,14899813,2016-02-18,Los Angeles,Apartment,4.23410650459726,84.0
7465,18018995,2016-02-18,Los Angeles,House,5.298317366548036,100.0
980,6157975,2016-02-18,Los Angeles,Guesthouse,4.962844630259907,85.0
17563,5487435,2016-02-18,Inglewood,House,4.007333185232471,100.0
18922,5498236,2016-02-18,Los Angeles,Apartment,4.897839799950911,80.0
1500,17533640,2016-02-18,Los Angeles,House,3.80666248977032,99.0
15602,15097007,2016-02-18,Inglewood,House,4.007333185232471,94.0
14700,13058154,2016-02-18,Los Angeles,Apartment,4.356708826689592,100.0
20174,544324,2016-02-19,Los Angeles,Apartment,4.23410650459726,97.0
1860,13620977,2016-02-19,Los Angeles,Apartment,4.59511985013459,95.0
21215,16635384,2016-02-19,Malibu,House,6.476972362889682,100.0
15413,13847987,2016-02-19,Los Angeles,Apartment,4.59511985013459,93.0
13088,14488944,2016-02-19,Los Angeles,Tent,4.90527477843843,100.0
2547,9810971,2016-02-19,Los Angeles,Apartment,4.787491742782046,92.0
9333,7789695,2016-02-20,Los Angeles,House,5.521460917862246,90.0
21062,11811155,2016-02-20,Calabasas,Apartment,4.867534450455582,98.0
21575,9820533,2016-02-20,Los Angeles,House,5.908082938168932,94.0
19682,5393269,2016-02-20,Los Angeles,Condominium,4.174387269895637,93.0
11725,8505959,2016-02-20,Los Angeles,Apartment,4.174387269895637,96.0
7085,7248110,2016-02-21,Los Angeles,Apartment,4.8283137373023015,100.0
8360,7758909,2016-02-21,Marina Del Rey,Apartment,5.799092654460528,60.0
9968,3558568,2016-02-21,Long Beach,Apartment,4.8283137373023015,88.0
6625,3262667,2016-02-21,Inglewood,House,4.4998096703302615,40.0
14640,7052658,2016-02-21,Inglewood,House,4.4998096703302615,87.0
20622,3913373,2016-02-21,Santa Monica,Apartment,4.90527477843843,88.0
21025,3984487,2016-02-21,Los Angeles,Loft,4.477336814478207,84.0
5403,20933869,2016-02-21,Rowland Heights,House,3.332204510175204,93.0
21870,16217520,2016-02-21,Marina Del Rey,Apartment,5.814130531825067,87.0
2330,1416138,2016-02-21,Santa Monica,Apartment,4.59511985013459,70.0
6175,7532067,2016-02-21,Marina Del Rey,Apartment,4.787491742782046,100.0
1093,1636189,2016-02-21,Inglewood,House,4.4998096703302615,68.0
8161,10075450,2016-02-21,Inglewood,House,4.4998096703302615,100.0
18130,18668105,2016-02-21,Los Angeles,Loft,5.634789603169249,95.0
12820,17121880,2016-02-21,Marina Del Rey,Apartment,4.787491742782046,90.0
14113,17865286,2016-02-21,North Hollywood,House,6.212606095751518,100.0
14260,4016791,2016-02-21,Inglewood,House,4.4998096703302615,65.0
17912,19387402,2016-02-21,Altadena,House,4.0943445622220995,88.0
9079,14605670,2016-02-21,Burbank,Condominium,5.0751738152338275,95.0
13421,4472978,2016-02-21,Santa Monica,Apartment,4.74493212836325,70.0
20089,13733036,2016-02-21,Rowland Heights,House,3.332204510175204,76.0
16269,7450236,2016-02-22,Los Angeles,Apartment,4.4998096703302615,98.0
15843,13990045,2016-02-22,Newhall,Guesthouse,5.003946305945459,100.0
12054,15649758,2016-02-22,Marina Del Rey,Apartment,5.236441962829949,98.0
8472,3549314,2016-02-22,Sherman Oaks,House,4.74493212836325,100.0
20363,18823750,2016-02-22,Northridge,House,4.007333185232471,93.0
1662,468751,2016-02-22,Los Angeles,Apartment,5.6167710976665735,96.0
19725,8168089,2016-02-22,Alhambra,House,4.605170185988092,93.0
8610,18108814,2016-02-22,Los Angeles,Apartment,4.007333185232471,99.0
8901,17420295,2016-02-22,Los Angeles,House,4.248495242049359,96.0
22026,11553403,2016-02-22,Los Angeles,Apartment,4.553876891600541,100.0
1456,9901546,2016-02-23,Los Angeles,Apartment,4.060443010546419,60.0
21989,1700189,2016-02-23,Los Angeles,Apartment,4.382026634673881,100.0
10966,16664657,2016-02-23,Los Angeles,Apartment,5.476463551931511,93.0
18335,14653831,2016-02-23,Pacific Palisades,House,6.396929655216146,98.0
16638,20261316,2016-02-23,Malibu,Apartment,6.745236349484363,100.0
19560,16481254,2016-02-23,Los Angeles,House,5.293304824724492,92.0
4932,14056095,2016-02-23,Marina Del Rey,Apartment,5.187385805840755,88.0
19349,3928525,2016-02-23,Los Angeles,House,3.912023005428147,89.0
8689,20232784,2016-02-23,Los Angeles,Apartment,5.187385805840755,94.0
2710,17781440,2016-02-23,Arcadia,House,4.770684624465665,100.0
18443,15072528,2016-02-23,Marina Del Rey,Apartment,5.2417470150596435,91.0
8609,16675897,2016-02-23,Sherman Oaks,Apartment,4.248495242049359,90.0
18426,16301557,2016-02-24,Los Angeles,Apartment,4.653960350157523,98.0
13817,20678858,2016-02-24,Burbank,House,3.3672958299864737,100.0
5583,10841170,2016-02-24,West Hollywood,Apartment,4.976733742420574,97.0
18925,16497081,2016-02-24,Beverly Hills,Condominium,5.3230099791384085,86.0
12987,13291059,2016-02-24,Burbank,House,3.610917912644224,92.0
19947,3728838,2016-02-24,Los Angeles,Apartment,5.5174528964647065,100.0
6703,15853530,2016-02-24,Burbank,House,3.49650756146648,92.0
14620,15385,2016-02-24,Los Angeles,Apartment,4.07753744390572,85.0
5378,13760302,2016-02-24,Monrovia,Bungalow,3.912023005428147,92.0
9089,2515876,2016-02-24,Burbank,House,3.6635616461296463,100.0
4241,8581931,2016-02-25,Hacienda Heights,House,3.58351893845611,97.0
12542,6865222,2016-02-25,Los Angeles,Apartment,5.010635294096256,93.0
1490,11827785,2016-02-25,Palmdale,House,3.912023005428147,97.0
19293,3050544,2016-02-25,Los Angeles,Apartment,4.941642422609304,91.0
7545,993044,2016-02-25,West Hollywood,House,5.293304824724492,96.0
17292,19743334,2016-02-26,Los Angeles,Castle,6.131226489483143,100.0
3809,19700201,2016-02-26,Los Angeles,Condominium,5.1929568508902095,96.0
8537,19566884,2016-02-26,Venice,Apartment,4.90527477843843,95.0
8291,19379397,2016-02-26,Los Angeles,Apartment,4.8283137373023015,98.0
11851,1239578,2016-02-26,Venice,Apartment,5.043425116919247,90.0
14940,19572959,2016-02-26,Los Angeles,Apartment,4.59511985013459,98.0
7468,17874107,2016-02-26,Torrance,House,4.7791234931115305,94.0
20301,20663839,2016-02-27,Los Angeles,Apartment,5.293304824724492,92.0
15682,9636536,2016-02-27,Rowland Heights,Apartment,4.867534450455582,91.0
20824,15584001,2016-02-27,Los Angeles,House,6.212606095751518,100.0
7461,16827786,2016-02-27,Los Angeles,House,4.0943445622220995,99.0
20597,4169840,2016-02-27,Los Angeles,Loft,4.605170185988092,90.0
16246,7458845,2016-02-27,Los Angeles,Apartment,5.433722003554242,100.0
16753,13362486,2016-02-27,Los Angeles,Apartment,5.010635294096256,80.0
19392,10524365,2016-02-27,Rowland Heights,Apartment,4.553876891600541,84.0
14497,4031714,2016-02-27,Los Angeles,Apartment,5.298317366548036,100.0
14255,1117756,2016-02-27,Los Angeles,Apartment,4.48863636973214,97.0
21988,15006226,2016-02-27,West Hollywood,Apartment,5.187385805840755,98.0
9712,4343959,2016-02-27,Beverly Hills,House,4.691347882229144,100.0
21159,7030296,2016-02-28,Encino,Apartment,4.8283137373023015,100.0
1477,7825308,2016-02-28,Los Angeles,House,4.700480365792417,99.0
7939,6325307,2016-02-28,North Hollywood,Apartment,3.218875824868201,100.0
11949,10339057,2016-02-28,Inglewood,Condominium,5.010635294096256,97.0
5635,15094609,2016-02-28,San Pedro,House,3.912023005428147,100.0
20318,16659992,2016-02-29,Los Angeles,House,5.476463551931511,93.0
9558,5978558,2016-02-29,Los Angeles,House,6.163314804034643,96.0
21646,12264835,2016-02-29,Sherman Oaks,Apartment,3.912023005428147,100.0
10702,14853361,2016-02-29,West Hollywood,House,5.2417470150596435,97.0
1817,1205103,2016-02-29,Van Nuys,House,4.3694478524670215,98.0
997,13097083,2016-02-29,Los Angeles,Guesthouse,5.105945473900579,92.0
15573,11604207,2016-02-29,Los Angeles,House,5.799092654460528,99.0
21939,15917113,2016-03-01,Pasadena,Apartment,4.3694478524670215,98.0
20287,20033761,2016-03-01,Los Angeles,Apartment,5.459585514144161,100.0
17443,4163804,2016-03-01,Venice,Bungalow,5.220355825078324,100.0
17386,5371687,2016-03-01,Los Angeles,Apartment,4.262679877041316,98.0
13707,7498797,2016-03-01,Los Angeles,Apartment,4.060443010546419,100.0
531,228925,2016-03-01,Valley Village,House,4.7791234931115305,99.0
11622,15370657,2016-03-01,Los Angeles,Apartment,4.007333185232471,100.0
15152,15322871,2016-03-01,West Covina,House,4.934473933130692,99.0
17681,15283486,2016-03-01,West Covina,House,4.48863636973214,100.0
11733,6369333,2016-03-01,Los Angeles,Apartment,5.068904202220232,88.0
12113,17474355,2016-03-02,North Hollywood,House,4.007333185232471,92.0
16727,8720865,2016-03-02,Pasadena,Guesthouse,5.010635294096256,100.0
19970,14860775,2016-03-02,Temple City,House,3.912023005428147,98.0
1271,4040900,2016-03-02,Los Angeles,Apartment,5.1647859739235145,99.0
13274,12087296,2016-03-02,Los Angeles,House,7.2078598714324755,96.0
19847,12470430,2016-03-03,San Dimas,House,3.80666248977032,100.0
15481,6106050,2016-03-03,Culver City,Guesthouse,4.859812404361672,98.0
6030,9874042,2016-03-03,Culver City,House,4.23410650459726,100.0
21648,18090895,2016-03-03,Los Angeles,House,5.105945473900579,96.0
7214,18994471,2016-03-03,Los Angeles,House,4.59511985013459,99.0
5416,623373,2016-03-03,Los Angeles,Apartment,5.010635294096256,100.0
826,16673954,2016-03-03,Los Angeles,Apartment,3.4011973816621555,100.0
12378,1624382,2016-03-03,Long Beach,Apartment,5.1647859739235145,90.0
17700,18176258,2016-03-03,Los Angeles,House,3.951243718581428,96.0
16211,14552222,2016-03-03,North Hollywood,Apartment,4.382026634673881,80.0
7322,2496301,2016-03-04,Los Angeles,House,4.4998096703302615,96.0
15609,11280479,2016-03-04,Los Angeles,House,4.0943445622220995,94.0
20025,10165313,2016-03-04,Whittier,House,3.737669618283368,99.0
2077,9323705,2016-03-04,Whittier,House,5.010635294096256,100.0
19257,19844255,2016-03-04,Beverly Hills,Apartment,4.8283137373023015,87.0
9231,16165998,2016-03-04,Los Angeles,Apartment,5.010635294096256,97.0
5062,1199115,2016-03-04,Los Angeles,Apartment,4.59511985013459,73.0
18194,1763699,2016-03-04,Santa Monica,Apartment,5.521460917862246,90.0
6334,13605065,2016-03-04,Los Angeles,Apartment,4.74493212836325,83.0
8957,9461837,2016-03-04,Granada Hills,House,4.31748811353631,91.0
1041,13728813,2016-03-04,Monterey Park,House,4.060443010546419,100.0
4686,13039351,2016-03-04,Los Angeles,Apartment,4.948759890378168,100.0
13243,15253738,2016-03-04,Whittier,House,4.934473933130692,91.0
20833,12251727,2016-03-05,Los Angeles,Apartment,3.218875824868201,93.0
2451,13098658,2016-03-05,Reseda,House,3.8918202981106265,100.0
3603,7623280,2016-03-05,Los Angeles,Serviced apartment,4.605170185988092,100.0
10794,8411209,2016-03-05,Reseda,House,3.8918202981106265,100.0
20231,4257741,2016-03-05,Topanga,House,6.429719478039137,98.0
1765,19603624,2016-03-05,Los Angeles,Serviced apartment,4.700480365792417,93.0
3537,7006494,2016-03-05,Los Angeles,Apartment,3.970291913552122,97.0
1577,18387798,2016-03-05,Los Angeles,Apartment,4.248495242049359,88.0
6208,16444824,2016-03-05,Los Angeles,House,4.174387269895637,100.0
15178,20281525,2016-03-05,Reseda,House,3.7612001156935615,98.0
19493,2332115,2016-03-05,Los Angeles,House,3.8918202981106265,100.0
15126,14741768,2016-03-06,Los Angeles,Apartment,5.389071729816501,100.0
15004,5949599,2016-03-06,Woodland Hills,Townhouse,5.1647859739235145,100.0
21598,2305039,2016-03-06,Arcadia,House,5.298317366548036,100.0
18296,6453526,2016-03-06,Inglewood,House,4.934473933130692,93.0
13018,19530066,2016-03-06,Los Angeles,Condominium,4.382026634673881,98.0
21985,13815224,2016-03-06,Calabasas,Apartment,4.700480365792417,100.0
4666,14161670,2016-03-06,Torrance,House,4.23410650459726,100.0
20276,9781028,2016-03-07,Los Angeles,Apartment,4.584967478670572,85.0
7743,18024772,2016-03-07,Pacific Palisades,House,5.003946305945459,97.0
7917,17861401,2016-03-07,Altadena,House,3.3672958299864737,93.0
20108,18916998,2016-03-07,Pasadena,House,5.298317366548036,100.0
6533,17096623,2016-03-07,Altadena,House,3.80666248977032,80.0
4115,16406403,2016-03-07,Culver City,Apartment,4.564348191467836,94.0
19559,12990926,2016-03-07,Altadena,House,3.871201010907892,93.0
17568,15630209,2016-03-07,Los Angeles,House,3.8918202981106265,100.0
10494,6898642,2016-03-07,Santa Monica,Apartment,4.382026634673881,98.0
10957,16178639,2016-03-07,Torrance,House,5.5294290875114225,98.0
12430,19073405,2016-03-07,Los Angeles,Apartment,4.31748811353631,86.0
14847,17513426,2016-03-07,Los Angeles,Apartment,5.105945473900579,97.0
2894,20797872,2016-03-08,Los Angeles,House,4.454347296253506,100.0
8159,16363642,2016-03-08,North Hollywood,Condominium,4.330733340286331,93.0
14911,8613427,2016-03-08,San Pedro,Apartment,4.941642422609304,98.0
17637,566848,2016-03-08,Torrance,House,3.912023005428147,83.0
10767,14555547,2016-03-08,San Pedro,Guesthouse,4.4998096703302615,94.0
21110,6336003,2016-03-08,Valley Village,House,5.17614973257383,80.0
8533,16362150,2016-03-08,Los Angeles,House,5.937536205082426,96.0
20853,20872457,2016-03-08,Los Angeles,Apartment,3.912023005428147,96.0
17030,5926854,2016-03-08,Los Angeles,Apartment,4.007333185232471,80.0
19067,4090299,2016-03-08,Los Angeles,House,4.605170185988092,100.0
21034,1571050,2016-03-09,Los Angeles,Apartment,5.010635294096256,92.0
1573,5297087,2016-03-09,Sherman Oaks,Apartment,4.07753744390572,100.0
6780,16736316,2016-03-09,Los Angeles,Apartment,5.783825182329737,93.0
20148,15125930,2016-03-09,Long Beach,Condominium,4.07753744390572,100.0
7171,16040802,2016-03-09,Long Beach,Townhouse,4.23410650459726,100.0
16913,17669758,2016-03-09,San Pedro,House,3.80666248977032,94.0
16574,364397,2016-03-09,Los Angeles,Apartment,5.010635294096256,94.0
